biuro_kwota; biuro_nazwa; dzial_kwota; dzial_nazwa; dzial_sub_kwota; dzial_sub_nazwa; gmina; zadanie; zadanie_kwota; zadanie_typ; zadanie_tresc;
;;;;;;;2186542 - Badanie dzieci z klas 1-3 publicznych szkół podstawowych w zakresie wad kr ę gosłupa oraz ć wiczenia rehabilitacyjno-korekcyjne stwierdzonych wad postawy; 300.000;wydatki bie Ŝą ce;W ramach realizacji zadania przeprowadzone zostan ą  zaj ę cia edukacyjne, badania profilaktyczne dzieci z klas 1-3 publicznych szkół podstawowych w zakresie wad kr ę gosłupa oraz  ć wiczenia rehabilitacyjno- korekcyjne dla dzieci ze stwierdzonymi wadami.;
;;;; 367.980;85153 Zwalczanie narkomanii;Gmina;2166741 - Miejski Program Przeciwdziałania Narkomanii - zadania z zakresu profilaktyki i rozwi ą zywania problemów uzale Ŝ nie ń; 170.000;wydatki bie Ŝą ce;Planowana kwota zostanie przeznaczona w formie dotacji na zadania realizowane przez MiejskieCentrum Zdrowia Publicznego im. bł. Rafała Chyli ń skiego w Łodzi z zakresu profilaktyki i rozwi ą zywania problemów uzale Ŝ nie ń  m. in. na pomoc terapeutyczn ą  dla osób uzale Ŝ nionych i osób zagro Ŝ onych uzale Ŝ nieniem, pomoc psychospołeczn ą  i prawn ą  dla rodzin tych osób, prowadzenie profilaktycznej działalno ś ci informacyjnej i edukacyjnej.;
;;;;;;;2166751 - Miejski Program Przeciwdziałania Narkomanii - wspomaganie działalno ś ci stowarzysze ń  i innych jednostek organizacyjnych zajmuj ą cych si ę  profilaktyk ą  i przeciwdziałaniem uzale Ŝ nieniu od  ś rodków psychoaktywnych; 189.980;wydatki bie Ŝą ce;Ś rodki finansowe przeznaczone zostan ą  w formie dotacji dla organizacji pozarz ą dowych współpracuj ą cych z Wydziałem Zdrowia i Spraw Społecznych w zakresie realizacji celu I Miejskiego Programu Przeciwdziałania Narkomanii tj. "Zmniejszenie rozmiarów uszkodze ń  zdrowia spowodowanych uzale Ŝ nieniem lub szkodliwym u Ŝ ywaniem substancji psychoaktywnych". Organizacje pozarz ą dowe zostały wyłonione w drodze otwartego konkursu ofert w oparciu o ustaw ę  o działalno ś ci po Ŝ ytku publicznego i o wolontariacie. W ramach planowanych  ś rodków realizowane b ę d ą  zadania z zakresu: terapii, edukacji, motywacji do podj ę cia leczenia oraz wspierania osób uzale Ŝ nionych i ich rodzin.;
;;;;;;;2166761 - Miejski Program Przeciwdziałania Narkomanii - pozostałe wydatki zwi ą zane z realizacj ą  programu; 8.000;wydatki bie Ŝą ce;Planowana kwota zostanie przeznaczona m. in. na: opłacenie umów o dzieło/ zlece ń  zwi ą zanych z realizacj ą  zadania, pokrycie kosztów szkolenia pracowników jednostek organizacyjnych Urz ę du Miasta Łodzi, głównych realizatorów Programu oraz innych osób zwi ą zanych z realizacj ą  Programu w zakresie problematyki uzale Ŝ nienia od  ś rodków psychoaktywnych oraz obowi ą zuj ą cych przepisów prawa, akcje informacyjno-edukacyjne.;
;;;; 5.239.490;85154 Przeciwdziałanie alkoholizmowi;Gmina;2166771 - Profilaktyka i rozwi ą zywanie problemów uzale Ŝ nie ń; 196.000;wydatki bie Ŝą ce;Planowane  ś rodki przeznaczone b ę d ą  w formie dotacji na dofinansowanie  ś wiadcze ń  udzielanych przez Miejskie Centrum Zdrowia Publicznego im. bł. Rafała Chyli ń skiego w Łodzi z zakresu profilaktyki i rozwi ą zywania problemów uzale Ŝ nie ń , a w szczególno ś ci program sanitarno-higieniczny.;
;;;;;;;2166781 - Miejski Program Profilaktyki i Rozwi ą zywania Problemów Alkoholowych - profilaktyka i rozwi ą zywanie problemów uzale Ŝ nie ń; 3.900.000;wydatki bie Ŝą ce;Planowana kwota przeznaczona zostanie w formie dotacji na zadania realizowane przez MiejskieCentrum Zdrowia Publicznego im. bł. Rafała Chyli ń skiego w Łodzi, m. in.: terapi ę  osób uzale Ŝ nionych od alkoholu i szkodliwie pij ą cych, terapi ę  członków rodzin osób z problemem alkoholowym, osób do ś wiadczaj ą cych przemocy domowej oraz sprawców przemocy, specjalistyczne poradnictwo, działania resocjalizacyjno-opieku ń cze wobec osób uzale Ŝ nionych, działania profilaktyczne poprzez realizacj ę programów profilaktycznych w szkołach, testów przesiewowych przez samodzielne publiczne zakładyopieki zdrowotnej oraz zakup usług zdrowotnych z zakresu profilaktyki i przeciwdziałania problemomalkoholowym od podmiotów leczniczych wyłonionych, w drodze otwartego konkursu ofert.;
;;;;;;;2166791 - Miejski Program Profilaktyki i Rozwi ą zywania Problemów Alkoholowych - wspomaganie działalno ś ci stowarzysze ń  i innych jednostek organizacyjnych zajmuj ą cych si ę  profilaktyk ą  i przeciwdziałaniem uzale Ŝ nieniu od alkoholu; 500.490;wydatki bie Ŝą ce;Ś rodki finansowe przeznaczone zostan ą  w formie dotacji dla organizacji pozarz ą dowych współpracuj ą cych z Wydziałem Zdrowia i Spraw Społecznych w zakresie realizacji Miejskiego Programu Profilaktyki i Rozwi ą zywania Problemów Alkoholowych, wyłonionych w drodze otwartego konkursu ofert, zgodnie z ustaw ą  o działalno ś ci po Ŝ ytku publicznego i o wolontariacie oraz na zlecanie działa ń  w trybie art. 19a wymienionej ustawy. W ramach planowanych  ś rodków realizowane b ę d ą  zadania z zakresu profilaktyki i rozwi ą zywania problemów zwi ą zanych z uzale Ŝ nieniem i nadu Ŝ ywaniem alkoholu oraz wyst ę powaniem przemocy domowej.;
;;;;;;;2166801 - Miejski Program Profilaktyki i Rozwi ą zywania Problemów Alkoholowych - pozostałe wydatki zwi ą zane z realizacj ą  programu; 37.000;wydatki bie Ŝą ce;Planowana kwota zostanie przeznaczona m. in. na: opłacenie umów o dzieło/ zlece ń  zwi ą zanych z realizacj ą  zadania, zakup materiałów edukacyjnych o szkodliwo ś ci nadu Ŝ ywania alkoholu, przeprowadzanie kampanii społecznych i akcji informacyjno-edukacyjnych oraz na wydrukowanie kartdziecka upowa Ŝ niaj ą cych do dodatkowych zaj ęć  i informatorów o miejscach w których b ę d ą  prowadzone zaj ę cia, pokrycie kosztów szkolenia pracowników jednostek organizacyjnych Urz ę du Miasta Łodzi, głównych realizatorów Programu, członków Miejskiej Komisji Rozwi ą zywania Problemów Alkoholowych oraz innych osób zwi ą zanych z realizacj ą  Programu w zakresie problematyki uzale Ŝ nie ń  i obowi ą zuj ą cych przepisów prawa.;
;;;;;;;2178891 - Miejski Program Profilaktyki i Rozwi ą zywania Problemów Alkoholowych - Miejska Komisja Rozwi ą zywania Problemów Alkoholowych; 606.000;wydatki bie Ŝą ce;Planowane  ś rodki zostan ą  przeznaczone m. in. na: wynagrodzenia i pochodne od wynagrodze ń  dla biegłych s ą dowych za badanie i wydanie opinii w przedmiocie uzale Ŝ nienia od alkoholu (opinia taka jest niezb ę dna w przypadkach kierowania wniosków do s ą du i stanowi podstaw ę  do orzeczenia s ą dowego o zobowi ą zaniu osoby uzale Ŝ nionej od alkoholu do podj ę cia leczenia odwykowego), wynagrodzenia członków Komisji uczestnicz ą cych w posiedzeniach plenarnych Komisji, posiedzeniach Zespołów ds. Orzecznictwa, za prac ę  w terenie przy prowadzeniu wizji lokalizacyjnych placówek handlowo- gastronomicznych ubiegaj ą cych si ę  o wydanie zezwole ń  na sprzeda Ŝ  napojów alkoholowych w przedmiocie zgodno ś ci z Uchwał ą  Rady Miejskiej i ustaw ą  o wychowaniu w trze ź wo ś ci i przeciwdziałaniu alkoholizmowi oraz na wniesienie opłaty s ą dowej od wniosku o zobowi ą zanie do leczenia odwykowego i zakup usług zwi ą zanych z realizacj ą  zadania.;
;;;; 284.707;85195 Pozostała działalno ść;Gmina;2166811 - Odszkodowania, renty i inne wydatki wynikaj ą ce z wyroków s ą dowych w zakresie ochrony zdrowia; 172.727;wydatki bie Ŝą ce;Ś rodki finansowe przeznaczone zostan ą  na wypłat ę  do Ŝ ywotnich rent zas ą dzonych byłym pacjentom miejskich zakładów opieki zdrowotnej oraz zlikwidowanej Izby Wytrze ź wie ń .;
;;;;;;;2166821 - Wydatki zwi ą zane z bie Ŝą c ą  działalno ś ci ą  Wydziału; 5.000;wydatki bie Ŝą ce;Ś rodki przeznaczone zostan ą  na wydatki zwi ą zane z bie Ŝą c ą  działalno ś ci ą  Wydziału (m. in. koszty transportu sanitarnego pacjentów, zabezpieczenie medyczne imprez masowych, opłaty bankowe itp.).;
;;;;;;;2178881 - Wydatki na realizacj ę  zada ń  zgłoszonych przez jednostki pomocnicze miasta (z algorytmu); 11.500;wydatki bie Ŝą ce;Miejskie Centrum Zdrowia Publicznego im. bł. Rafała Chyli ń skiego - wymiana dwóch bram wjazdowych oraz naprawa 190 mb ogrodzenia z cz ęś ciow ą  wymian ą  prz ę seł i pionowych elementów z przeznaczeniem dla Przychodni przy ul. Cieszkowskiego 6.;
;;;;;;;2186411 - Łodzianie dla Dzieci - bud Ŝ et obywatelski; 70.000;wydatki bie Ŝą ce;Zorganizowanie pozamedycznej opieki nad dwojgiem dzieci, zakwalifikowanych do stacjonarnej opiekipaliatywnej ze wzgl ę du na nieuleczaln ą  chorob ę .;
;;;;;;Powiat;2170542 - Wystawianie kart zgonu i ustalanie jego przyczyny; 25.480;wydatki bie Ŝą ce;Ś rodki finansowe przeznaczone zostan ą  na zapewnienie całodobowego dy Ŝ uru lekarza, który zobowi ą zany b ę dzie do wystawiania kart zgonu i ustalania przyczyn zgonu w przypadkach, kiedy brak jest lekarza zobowi ą zanego do dokonania tych czynno ś ci.;
;; 381.500;852 Pomoc społeczna; 381.500;85205 Zadania w zakresie przeciwdziałania przemocy w rodzinie;Gmina;2166831 - Gminny Program Przeciwdziałania Przemocy w Rodzinie; 381.500;wydatki bie Ŝą ce;Zaplanowane  ś rodki finansowe przeznaczone zostan ą  w formie dotacji dla Miejskiego Centrum Zdrowia Publicznego im. bł. Rafała Chyli ń skiego w Łodzi na działania zwi ą zane z prowadzeniem hostelu dla sprawców przemocy, na prowadzenie poradnictwa medycznego, psychologicznego, prawnego,rodzinnego, grupy wsparcia, a tak Ŝ e dla organizacji pozarz ą dowych wyłonionych w drodze konkursu ofert w oparciu o ustaw ę  o działalno ś ci po Ŝ ytku publicznego i o wolontariacie na realizacj ę  działa ń  z zakresu przeciwdziałania przemocy w rodzinie tj. promowanie i prowadzenie mediacji (w tymrodzinnych), poradnictwo medyczne, psychologiczne, rodzinne, prawne, socjalne, obdukcje lekarskie.;
;; 171.900;853 Pozostałe zadania w zakresie polityki społecznej; 171.900;85395 Pozostała działalno ść;Powiat;2166842 - Rzecznik Osób Niepełnosprawnych; 170.000;wydatki bie Ŝą ce;Planowane  ś rodki finansowe w 2014 roku przeznaczone zostan ą  m. in. na: • wydawanie kart parkingowych dla osób niepełnosprawnych oraz placówek zajmuj ą cych si ę  opiek ą , rehabilitacj ą  lub edukacj ą  osób niepełnosprawnych pozostaj ą cych pod opiek ą  tych placówek; • prowadzenie baz danych dotycz ą cych w szczególno ś ci wydawanych kart parkingowych, wypo Ŝ yczania sprz ę tu rehabilitacyjnego;   • zakup materiałów pomocniczych i usług niezb ę dnych do pracy Rzecznika Osób Niepełnosprawnych; • propagowanie problemów osób niepełnosprawnych poprzez ró Ŝ ne formy medialne, m. in.: wydawanie folderów informacyjnych, programów działania, biuletynów, kalendarzy itp.;•  uczestnictwo Rzecznika Osób Niepełnosprawnych w XXII Targach "Rehabilitacja 2014" m.in.współorganizacja stoiska na targach;• współprac ę  z organizacjami i instytucjami krajowymi i zagranicznymi w zakresie problematyki osób niepełnosprawnych, m. in. w zakresie tłumaczenia na j ę zyk migowy, uczestnictwa w sympozjach, wystawach, szkoleniach;• opiniowanie projektów budowlanych przez Miejsk ą  Społeczn ą  Rad ę  ds. Osób Niepełnosprawnych w Łodzi pod k ą tem łamania barier architektonicznych i dostosowania przestrzeni publicznej do potrzeb osób niepełnosprawnych;• współudział lub organizowanie szkole ń , konferencji dla osób niepełnosprawnych; • dofinansowanie wykonania zada ń  dotycz ą cych działa ń  na rzecz osób niepełnosprawnych przez organizacje pozarz ą dowe, m.in. w trybie otwartego konkursu ofert lub w trybie art. 19a ustawy z dnia 24 kwietnia 2003 r. o działalno ś ci po Ŝ ytku publicznego i o wolontariacie.;
;;;;;;;2166852 - Rzecznik Osób Niepełnosprawnych - Wypo Ŝ yczalnia sprz ę tu rehabilitacyjno-ortopedycznego; 1.900;wydatki bie Ŝą ce;Planowane  ś rodki finansowe w 2014 roku przeznaczone zostan ą  na : • zakup nowego sprz ę tu rehabilitacyjno-ortopedycznego dla wypo Ŝ yczalni oraz niezb ę dnych  ś rodków do prawidłowego jej funkcjonowania;• bie Ŝą ce naprawy uszkodzonego sprz ę tu rehabilitacyjnego, wynikłe w trakcie jego u Ŝ ytkowania.;
 419.736.177;Zarz ą d Dróg i Transportu; 385.386.177;600 Transport i ł ą czno ść; 334.176.820;60004 Lokalny transport zbiorowy;Gmina;2088411 - Wydatki w zakresie transportu zbiorowego; 331.057.820;wydatki bie Ŝą ce;Wydatki  w zakresie transportu zbiorowego przeznaczone s ą  na: 1. opłacenie usług przewozowych  ś wiadczonych przez MPK-Łód ź  Spółka z o.o., w zakres których wchodz ą  mi ę dzy innymi  ś rodki na pokrycie kosztów:  - przewozów,- utrzymania, konserwacji infrastruktury torowo-sieciowej i podstacji,- dystrybucji biletów i  ś wiadczenia usług w zakresie obsługi pasa Ŝ era, - kontroli biletów, - przewozów specjalnych,2. pokrycie kosztów usług przewozowych realizowanych w granicach miasta przez pozostałychprzewo ź ników w ramach zawartych porozumie ń  mi ę dzygminnych, 3. pozostałe wydatki, w tym na: - drukowanie biletów komunikacji miejskiej, blankietów do biletów specjalnych, identyfikatorów dlakontrolerów oraz kart imiennych, -  ś wiadczenie usług korzystania z miejsc przystankowych PKS, - opracowania, analizy, badania, akcje promocyjne oraz na inne wydatki dotycz ą ce transportu zbiorowego.;
;;;;;;;2187151 - Wydatki zwi ą zane z windykacj ą  nale Ŝ no ś ci za bilety komunikacji miejskiej; 1.500;wydatki bie Ŝą ce;W ramach zadania zaplanowano  wydatki z przeznaczeniem na : -  wynagrodzenie dla Kancelarii Radców Prawnych STATIMA, która prowadzi windykacj ę  nale Ŝ no ś ci z tytułu nało Ŝ onych opłat dodatkowych za jazd ę  bez wa Ŝ nego biletu  w zakresie spraw pozostaj ą cych  w toku post ę powania s ą dowego, - koszty post ę powania s ą dowego. ;
;;;;;;;2187361 - Łódzki rower miejski - bud Ŝ et obywatelski; 3.117.500;wydatki bie Ŝą ce;W ramach zadania zlecane b ę d ą  usługi zło Ŝ one z dostarczania stacji dokuj ą cej dla rowerów oraz floty rowerów wraz z zapewnieniem odpowiedniej obsługi informatycznej, serwisowej przez cały okresobowi ą zywania umowy.;
;;;; 23.417.794;60015 Drogi publiczne w miastach na prawach powiatu (w rozdziale nie ujmuje si ę  wydatków na drogi gminne);Powiat;2088422 - Wydatki na utrzymanie dróg w miastach na prawach powiatu; 22.924.270;wydatki bie Ŝą ce;Ś rodki b ę d ą  przeznaczone na bie Ŝą ce utrzymanie dróg krajowych, wojewódzkich i powiatowych na terenie miasta Łodzi tj. na:1. remonty dróg i obiektów mostowych,  w tym m.in. na:- remonty odtworzeniowe, - remonty cz ą stkowe,  - remonty chodników, - remonty obiektów mostowych, - remonty dróg gruntowych,- remonty nawierzchni planowane w ramach uprawnie ń  decyzyjnych okre ś lonych w § 8 ust. 1 pkt 2 statutów Jednostek Pomocniczych Miasta Łodzi (Zarz ą dzenie Nr 4236/VI/13 Prezydenta Miasta Łodzi z dn. 23.05.2013r.), 2. remonty i naprawy urz ą dze ń  zainstalowanych na trasie Obszarowego Systemu Sterowania Ruchem oraz na bie Ŝą ce utrzymanie Systemu, 3. naprawy i utrzymanie ekranów akustycznych,4. remonty  i utrzymanie sygnalizacji  ś wietlnej, 5. program ochrony stanu technicznego dróg poprzez budow ę  Systemu Wa Ŝ enia Pojazdów,  6. nazewnicze oznakowanie dróg, tablice kierunkuj ą ce i informacyjne, citylighty, 7. ekspertyzy, analizy, opinie, w tym m.in.prace studialne, pomiary nat ęŜ enia ruchu, analizy bezpiecze ń stwa ruchu dla m. Łodzi, 8. opracowania, dokumentacje, mapy tematyczne, prace geodezyjne, nadzory, akcje promocyjne iinformacyjne oraz inne wydatki wynikaj ą ce z bie Ŝą cych potrzeb,  9. przegl ą dy, ewidencj ę  i numeracj ę  dróg oraz obiektów mostowych, 10. utrzymanie urz ą dze ń  odwadniaj ą cych, rowów i poboczy, 11. oznakowanie pionowe i poziome dróg oraz bariery ochronne,12. wydatki zwi ą zane z płatnym parkowaniem, 13. zakup materiałów niezb ę dnych do prawidłowego funkcjonowania sygnalizacji  ś wietlnej na terenie miasta oraz sprz ę tu  koniecznego do wyposa Ŝ enia laboratorium drogowego, 14. usuwanie obiektów i reklam zajmuj ą cych nielegalnie pas drogowy, 15. odszkodowania i opłaty obci ąŜ aj ą ce zarz ą dc ę  dróg, 16. interwencyjne prace utrzymaniowe,17. inne wydatki (m.in. wynagrodzenia wypłacane na podstawie zawieranych umów zlece ń  i umów o dzieło z tytułu opracowa ń , analiz, ekspertyz i innych zada ń  zleconych w zale Ŝ no ś ci od potrzeb osobom fizycznym, pochodne od wynagrodze ń , koszty post ę powania s ą dowego).;
;;;;;;;2163062 - Wydatki na realizacj ę  zada ń  zgłoszonych przez jednostki pomocnicze miasta  (z algorytmu); 468.324;wydatki bie Ŝą ce;Planowane wydatki przeznaczone zostan ą  na realizacj ę  zada ń  zgłoszonych przez jednostki pomocnicze miasta, w szczególno ś ci na realizacj ę :   1) Uchwały Nr 162/40/2013 RO Bałuty - Doły z dnia 12.08.2013 r. - remont ulicy Boya  ś ele ń skiego na odc. od ul. Spornej do ul. Staszica,2) Uchwały Nr 14/2013 RO Wiskitno z dnia 31.07.2013 r. - regulacja i oczyszczenie rowówodwadniaj ą cych z wyło Ŝ eniem dna płytami chodnikowymi z odzysku w ul. Tomaszowskiej,    3) Uchwały Nr 10(58)/2013 RO Nad Nerem z dnia 7.08.2013 r. - remont chodnika z wymian ą  kraw ęŜ ników z napraw ą  i przeprofilowaniem  nawierzchni na wysoko ś ci posesji nr 23 - 25 w ul. Łaskowice,     4) Uchwały Nr 133/43/13 RO Złotno z dnia 2.09.2013 r. i uchwały Nr 135/44/13 RO Złotno z dnia07.10.2013 r. - remont nawierzchni chodników w ul.  Złotno,5) Uchwały Nr 147/XXXIV/2013 RO Olechów - Janów z dnia 27.06.2013 r. - remont nawierzchni chodnikaw ul. Zakładowej na odc. mi ę dzy blokami: 102-139,  6) Uchwały Nr 87/34/2013 RO Mileszki z dnia 9.07.2013 r. - remont nawierzchni chodnika wraz zeschodami przy posesji 445 w ul. Pomorskiej.;
;;;;;;;2163842 - Wydatki realizowane w ramach bud Ŝ etu obywatelskiego; 25.200;wydatki bie Ŝą ce;Zaplanowane  ś rodki zostan ą  przeznaczone na wytyczenie i wymalowanie, w technologii grubowarstwowej,  ś luz rowerowych na 10 skrzy Ŝ owaniach w rejonie  Ś ródmie ś cia.   Lokalizacja skrzy Ŝ owa ń  jest nast ę puj ą ca: ul. Piotrkowska/al. Mickiewicza, ul. Piotrkowska i ul.  ś wirki/ul. Wigury, ul. Piotrkowska i ul. Radwa ń ska/ul. Brze ź na, ul. Piotrkowska i ul. Stanisława Kostki/ul. Tymienieckiego, ul. Piotrkowska/ul. Milionowa, ul. Sienkiewicza/al. Mickiewicza, ul.Sienkiewicza/ ul.Nawrot, ul. Sienkiewicza/al. Schillera, ul. Sienkiewicza/ul. Tuwima, ul. Sienkiewicza/ul. Traugutta.;
;;;; 5.999.763;60016 Drogi publiczne gminne;Gmina;2088431 - Wydatki na utrzymanie dróg gminnych; 5.314.214;wydatki bie Ŝą ce;Planowane wydatki na utrzymanie dróg gminnych przeznaczone zostan ą  na realizacj ę  nast ę puj ą cego zakresu rzeczowego: 1. remonty cz ą stkowe nawierzchni bitumicznych i innych nawierzchni utwardzonych, 2. remonty chodników, 3. remonty obiektów mostowych,4. naprawy dróg gruntowych,5. stabilizacj ę  dróg gruntowych, 6. remonty nawierzchni planowane w ramach uprawnie ń  decyzyjnych okre ś lonych w  § 8 ust. 1 pkt 2 statutów Jednostek Pomocniczych Miasta Łodzi (Zarz ą dzenie Nr 4236/VI/13 Prezydenta Miasta Łodzi z dn. 23.05.2013r.),   7. interwencyjne prace remontowe i utrzymaniowe,8. utrzymanie urz ą dze ń  odwadniaj ą cych, rowów i poboczy, 9. nazewnicze oznakowanie ulic,10. oznakowanie pionowe i poziome dróg gminnych i bariery ochronne,11. usuwanie  z terenów drogowych obiektów i reklam zajmuj ą cych nielegalnie pas drogowy,   12. ogłoszenia, dokumentacje, ekspertyzy, prace geodezyjne, akcje informacyjne oraz inne wydatkiwynikaj ą ce z bie Ŝą cych potrzeb, 13. odszkodowania i opłaty obci ąŜ aj ą ce Zarz ą dc ę  dróg.;
;;;;;;;2163521 - Wydatki na realizacj ę  zada ń  zgłoszonych przez jednostki pomocnicze miasta  (z algorytmu); 680.549;wydatki bie Ŝą ce;Planowane wydatki przeznaczone zostan ą  na realizacj ę  zada ń  zgłoszonych przez jednostki pomocnicze miasta, w szczególno ś ci na realizacj ę : 1) Uchwały Nr 129/32/13 RO Radogoszcz z dnia 8.08.2013 r.- remont nawierzchni chodnika  w ul.Truskawkowej, 2) Uchwały Nr 96/29/2013 RO Julianów-Marysin-Rogi z dnia 25.06.2013 r. - remont odcinka ul. Akacjowej,3) Uchwały Nr 97/29/2013 RO Julianów-Marysin-Rogi z dnia 25.06.2013 r. - doko ń czenie prac remontowych w ul. Leszczynowej,                            4) Uchwały Nr 92/29/2013 RO Julianów-Marysin-Rogi z dnia 25.06.2013 r. - remont nawierzchni jezdni wul. Czeremchy,5) Uchwały Nr 93/29/2013 RO Julianów-Marysin-Rogi z dnia 25.06.2013 r. - remont nawierzchni jezdni wul. Litewskiej,6) Uchwały Nr 94/29/2013 RO Julianów-Marysin-Rogi z dnia 25.06.2013 r. - remont nawierzchnichodników w ul. Je Ŝ a,  7) Uchwały Nr 28/X/13 RO Bałuty-Centrum z dnia 6.08.2013 r. - naprawa nawierzchni drogowych w ul.Polnej na odc. od DH Lidl do ul. Srebrnej, 8 ) Uchwały Nr 30/X/13 RO Bałuty-Centrum z dnia 6.08.2013 r. - naprawa chodnika w ul. Modrej na odc.Lutomierska - Wrze ś nie ń ska,     9) Uchwały Nr XXXVII/113/13 RO Ruda z dnia 4.07.2013 r. -  remont nawierzchni chodnika w ul.Dzwonowej po stronie parzystej na odc. od ul. Finansowej do ul. Aleksandra,    10) Uchwały Nr XXXVIII/119/13 RO Ruda z dnia 6.08.2013 r. - remont nawierzchni chodnika w ul.W ę dkarskiej  po stronie parzystej na odc. od ul. Pabianickiej do ul. Koszali ń skiej,    11) Uchwały Nr 133/43/13 RO Złotno z dnia 02.09.2013 r. i Uchwały Nr 135/44/13 RO Złotno z dnia07.10.2013 r. - remont nawierzchni chodników w ul. Napoleo ń skiej i ul. Fizylierów, 12) Uchwały Nr 92/35/13 RO Zdrowie-Mania z dnia 6.09.2013 r. - remont nawierzchni chodnika w ul.Perłowej,13) Uchwały Nr 85/24/2013 RO Nowosolna z dnia 1.08.2013 r.-  remont nawierzchni jezdni w ul.Margaretek metod ą  stabilizacji gruntu z przykryciem dywanikiem asfaltowym,            14) Uchwały Nr 86/24/2013 RO Nowosolna z dnia 1.08.2013 r. - remont odwodnienia w ul. RynekNowosolna,15) Uchwały Nr 118/42/2013 RO Andrzejów z dnia 5.09.2013 r. - remont nawierzchni jezdni metod ą stabilizacji gruntu z przykryciem dywanikiem bitumicznym w ul. Rzepichy na odc. ul. Przylesie w kierunkuna północ,   16) Uchwały Nr 110/40/13 RO Andrzejów z dnia 1.08.2013 r.  -  odtworzenie rowów odwadniaj ą cych drogi w ul. Taborowej i ulicach przyległych,17) Uchwały Nr 120/44/2013 RO Retkinia Zachód -Smulsko z dnia 16.07.2013 r. - ustawienie lustradrogowego w ul. Kolarskiej/Ły Ŝ wiarskiej.          ;
;;;;;;;2187301 - Wydatki realizowane w ramach bud Ŝ etu obywatelskiego; 5.000;wydatki bie Ŝą ce;Zaplanowane  ś rodki przeznaczone zostan ą   na zainstalowanie na ul. Wary ń skiego progu zwalniaj ą cego, wykonanego z czarno- Ŝ ółtej konstrukcji z tworzywa sztucznego.;
;;;; 3.991.570;60017 Drogi wewn ę trzne;Gmina;2163371 - Utrzymanie dróg wewn ę trznych poło Ŝ onych na terenach zarz ą dzanych przez miasto; 2.149.430;wydatki bie Ŝą ce;Planowane wydatki na utrzymanie dróg wewn ę trznych przeznaczone zostan ą  na realizacj ę nast ę puj ą cego zakresu rzeczowego:  1. remonty cz ą stkowe nawierzchni bitumicznych i innych nawierzchni utwardzonych, 2. remonty chodników, 3. naprawy dróg gruntowych,4. remonty nawierzchni planowane w ramach uprawnie ń  decyzyjnych okre ś lonych w  § 8 ust. 1 pkt 2 statutów Jednostek Pomocniczych Miasta Łodzi (Zarz ą dzenie Nr 4236/VI/13 Prezydenta Miasta Łodzi z dn. 23.05.2013r.),5. oznakowanie pionowe i poziome dróg wewn ę trznych,  6. ewidencj ę  i numeracj ę  dróg wewn ę trznych,  7. utrzymanie urz ą dze ń  odwadniaj ą cych, rowów i poboczy,  8. usuwanie obiektów i reklam zajmuj ą cych nielegalnie pas drogowy,  9. prace geodezyjne, mapy, wycen ę  oraz na inne wydatki wynikaj ą ce z bie Ŝą cych potrzeb, 10. odszkodowania i opłaty obci ąŜ aj ą ce Zarz ą dc ę  dróg.;
;;;;;;;2163531 - Wydatki na realizacj ę  zada ń  zgłoszonych przez jednostki pomocnicze miasta  (z algorytmu); 92.140;wydatki bie Ŝą ce;Planowane wydatki przeznaczone zostan ą  na realizacj ę  zada ń  zgłoszonych przez jednostki pomocnicze miasta, w szczególno ś ci na realizacj ę : 1) Uchwały Nr 29/X/13 RO Bałuty-Centrum z dnia 6.08.2013 r. - naprawa nawierzchni chodnika w ul.Wspólnej na odc. od nr 4 do nr 8,          2) Uchwały Nr 29/2013 RO Chojny - D ą browa z dnia 26.06.2013 r. - remont chodnika w ul. Rydla po stronie nieparzystej na odc. od ul. Tatrza ń skiej w kierunku ul. Nałkowskiej,           3) Uchwały Nr 173/2013 RO Chojny z dnia 27.08.2013 r. - remont nawierzchni jezdni w ul. Przedniej nawysoko ś ci lasu czarnej sosny,                   4) Uchwały Nr 170/2013 RO Chojny z dnia 6.08.2013 r. - remont nawierzchni chodnika w ul. Mulinowiczana wysoko ś ci bloku nr 223b.;
;;;;;;;2187311 - Wydatki realizowane w ramach bud Ŝ etu obywatelskiego; 1.750.000;wydatki bie Ŝą ce;Zaplanowane  ś rodki zostan ą  przeznaczone  na wymian ę  nawierzchni asfaltowej na ulicach:  Ć wikli ń skiej, Gorkiego, Gogola i ks. Wujaka.;
